segment_filterable,segment_repeated,segment_selectable,segment_sortable,segment_category,segment_data_type,segment_field_description,segment_name,segment_type_url,segment_selectable_with
True,False,True,True,SEGMENT,"ENABLED,REMOVED,UNKNOWN,UNSPECIFIED",Budget campaign association status.,segments.budget_campaign_association_status.status,google.ads.googleads.v15.enums.BudgetCampaignAssociationStatusEnum.BudgetCampaignAssociationStatus,"campaign,campaign_budget,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpe,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.engagement_rate,metrics.engagements,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.budget_campaign_association_status.campaign,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.external_conversion_source"
True,False,True,False,SEGMENT,RESOURCE_NAME,Resource name of the campaign.,segments.campaign,N/A,"customer_search_term_insight,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.ctr,metrics.impressions,metrics.search_volume,segments.date"
True,False,True,True,SEGMENT,"APP_DEEPLINK,BREADCRUMBS,BROADBAND_PLAN,CALLS,CALL_TRACKING,CLICK_ON_ENGAGEMENT_AD,CROSS_NETWORK,GET_DIRECTIONS,HOTEL_BOOK_ON_GOOGLE_ROOM_SELECTION,HOTEL_PRICE,LOCATION_EXPANSION,LOCATION_FORMAT_CALL,LOCATION_FORMAT_DIRECTIONS,LOCATION_FORMAT_IMAGE,LOCATION_FORMAT_LANDING_PAGE,LOCATION_FORMAT_MAP,LOCATION_FORMAT_STORE_INFO,LOCATION_FORMAT_TEXT,MOBILE_CALL_TRACKING,OFFER_PRINTS,OTHER,PRICE_EXTENSION,PRODUCT_AD_APP_DEEPLINK,PRODUCT_EXTENSION_CLICKS,PRODUCT_LISTING_ADS_COUPON,PRODUCT_LISTING_AD_CLICKS,PRODUCT_LISTING_AD_LOCAL,PRODUCT_LISTING_AD_MULTICHANNEL_LOCAL,PRODUCT_LISTING_AD_MULTICHANNEL_ONLINE,PRODUCT_LISTING_AD_TRANSACTABLE,PROMOTION_EXTENSION,SHOPPING_COMPARISON_LISTING,SHOWCASE_AD_CATEGORY_LINK,SHOWCASE_AD_LOCAL_PRODUCT_LINK,SHOWCASE_AD_LOCAL_STOREFRONT_LINK,SHOWCASE_AD_ONLINE_PRODUCT_LINK,SITELINKS,STORE_LOCATOR,SWIPEABLE_GALLERY_AD_HEADLINE,SWIPEABLE_GALLERY_AD_SEE_MORE,SWIPEABLE_GALLERY_AD_SITELINK_FIVE,SWIPEABLE_GALLERY_AD_SITELINK_FOUR,SWIPEABLE_GALLERY_AD_SITELINK_ONE,SWIPEABLE_GALLERY_AD_SITELINK_THREE,SWIPEABLE_GALLERY_AD_SITELINK_TWO,SWIPEABLE_GALLERY_AD_SWIPES,UNKNOWN,UNSPECIFIED,URL_CLICKS,VIDEO_APP_STORE_CLICKS,VIDEO_CALL_TO_ACTION_CLICKS,VIDEO_CARD_ACTION_HEADLINE_CLICKS,VIDEO_END_CAP_CLICKS,VIDEO_WEBSITE_CLICKS,VISUAL_SITELINKS,WIRELESS_PLAN",Click type.,segments.click_type,google.ads.googleads.v15.enums.ClickTypeEnum.ClickType,"ad_group,ad_group_ad,ad_group_asset,ad_group_audience_view,age_range_view,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,click_view,customer,customer_asset,display_keyword_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,group_placement_view,hotel_performance_view,income_range_view,keyword_view,landing_page_view,managed_placement_view,metrics.active_view_cpm,metrics.active_view_ctr,metrics.active_view_impressions,metrics.active_view_measurability,metrics.active_view_measurable_cost_micros,metrics.active_view_measurable_impressions,metrics.active_view_viewability,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_conversions_value_per_cost,metrics.average_cart_size,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_order_value_micros,metrics.clicks,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_of_goods_sold_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cost_per_current_model_attributed_conversion,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.ctr,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_from_interactions_rate,metrics.current_model_attributed_conversions_from_interactions_value_per_interaction,metrics.current_model_attributed_conversions_value,metrics.current_model_attributed_conversions_value_per_cost,metrics.gmail_forwards,metrics.gmail_saves,metrics.gmail_secondary_clicks,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.hotel_average_lead_value_micros,metrics.hotel_price_difference_percentage,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.invalid_click_rate,metrics.invalid_clicks,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.mobile_friendly_clicks_percentage,metrics.orders,metrics.phone_calls,metrics.phone_impressions,metrics.phone_through_rate,metrics.revenue_micros,metrics.speed_score,metrics.units_sold,metrics.valid_accelerated_mobile_pages_clicks_percentage,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,parental_status_view,product_group_view,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.hotel_booking_window_days,segments.hotel_center_id,segments.hotel_check_in_date,segments.hotel_check_in_day_of_week,segments.hotel_city,segments.hotel_class,segments.hotel_country,segments.hotel_date_selection_type,segments.hotel_length_of_stay,segments.hotel_price_bucket,segments.hotel_rate_rule_id,segments.hotel_rate_type,segments.hotel_state,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.partner_hotel_id,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.slot,segments.week,segments.year,shopping_performance_view,topic_view,video,webpage_view"
True,False,True,True,SEGMENT,RESOURCE_NAME,Resource name of the conversion action.,segments.conversion_action,N/A,"ad_group,ad_group_ad,ad_group_ad_asset_view,ad_group_asset,ad_group_audience_view,ad_schedule_view,age_range_view,asset,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_budget,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,dynamic_search_ads_search_term_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,income_range_view,keyword_view,landing_page_view,location_view,managed_placement_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.average_cart_size,metrics.average_order_value_micros,metrics.biddable_app_install_conversions,metrics.biddable_app_post_install_conversions,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cost_of_goods_sold_micros,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.new_customer_lifetime_value,metrics.orders,metrics.revenue_micros,metrics.units_sold,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.view_through_conversions,parental_status_view,product_group_view,search_term_view,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.budget_campaign_association_status.campaign,segments.budget_campaign_association_status.status,segments.click_type,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.search_term_match_type,segments.slot,segments.webpage,segments.week,segments.year,shopping_performance_view,topic_view,user_location_view,video,webpage_view"
True,False,True,True,SEGMENT,"ADD_TO_CART,BEGIN_CHECKOUT,BOOK_APPOINTMENT,CONTACT,CONVERTED_LEAD,DEFAULT,DOWNLOAD,ENGAGEMENT,GET_DIRECTIONS,IMPORTED_LEAD,OUTBOUND_CLICK,PAGE_VIEW,PHONE_CALL_LEAD,PURCHASE,QUALIFIED_LEAD,REQUEST_QUOTE,SIGNUP,STORE_SALE,STORE_VISIT,SUBMIT_LEAD_FORM,SUBSCRIBE_PAID,UNKNOWN,UNSPECIFIED",Conversion action category.,segments.conversion_action_category,google.ads.googleads.v15.enums.ConversionActionCategoryEnum.ConversionActionCategory,"ad_group,ad_group_ad,ad_group_asset,ad_group_audience_view,ad_schedule_view,age_range_view,asset,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_budget,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,dynamic_search_ads_search_term_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,income_range_view,keyword_view,landing_page_view,location_view,managed_placement_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.average_cart_size,metrics.average_order_value_micros,metrics.biddable_app_install_conversions,metrics.biddable_app_post_install_conversions,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cost_of_goods_sold_micros,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.new_customer_lifetime_value,metrics.orders,metrics.revenue_micros,metrics.units_sold,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.view_through_conversions,parental_status_view,product_group_view,search_term_view,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.budget_campaign_association_status.campaign,segments.budget_campaign_association_status.status,segments.click_type,segments.conversion_action,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.search_term_match_type,segments.slot,segments.webpage,segments.week,segments.year,shopping_performance_view,topic_view,user_location_view,video,webpage_view"
True,False,True,True,SEGMENT,STRING,Conversion action name.,segments.conversion_action_name,N/A,"ad_group,ad_group_ad,ad_group_asset,ad_group_audience_view,ad_schedule_view,age_range_view,asset,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_budget,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,dynamic_search_ads_search_term_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,income_range_view,keyword_view,landing_page_view,location_view,managed_placement_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.average_cart_size,metrics.average_order_value_micros,metrics.biddable_app_install_conversions,metrics.biddable_app_post_install_conversions,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cost_of_goods_sold_micros,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.new_customer_lifetime_value,metrics.orders,metrics.revenue_micros,metrics.units_sold,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.view_through_conversions,parental_status_view,product_group_view,search_term_view,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.budget_campaign_association_status.campaign,segments.budget_campaign_association_status.status,segments.click_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.search_term_match_type,segments.slot,segments.webpage,segments.week,segments.year,shopping_performance_view,topic_view,user_location_view,video,webpage_view"
True,False,True,True,SEGMENT,BOOLEAN,This segments your conversion columns by the original conversion and conversion value versus the delta if conversions were adjusted. False row has the data as originally stated; While true row has the delta between data now and the data as originally stated. Summing the two together results post-adjustment data.,segments.conversion_adjustment,N/A,"ad_group,ad_group_ad,asset,campaign,customer,keyword_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cross_device_conversions,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.new_customer_lifetime_value,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,segments.ad_destination_type,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.external_conversion_source,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.new_versus_returning_customers,segments.quarter,segments.slot,segments.week,segments.year"
True,False,True,True,SEGMENT,"IMPRESSION,INTERACTION,UNKNOWN,UNSPECIFIED",Conversion attribution event type.,segments.conversion_attribution_event_type,google.ads.googleads.v15.enums.ConversionAttributionEventTypeEnum.ConversionAttributionEventType,"ad_group,ad_group_ad,campaign,customer,keyword_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cross_device_conversions,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.new_customer_lifetime_value,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.external_conversion_source,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.new_versus_returning_customers,segments.quarter,segments.slot,segments.week,segments.year"
True,False,True,True,SEGMENT,"EIGHT_TO_NINE_DAYS,ELEVEN_TO_TWELVE_DAYS,FIVE_TO_SIX_DAYS,FORTY_FIVE_TO_SIXTY_DAYS,FOURTEEN_TO_TWENTY_ONE_DAYS,FOUR_TO_FIVE_DAYS,LESS_THAN_ONE_DAY,NINE_TO_TEN_DAYS,ONE_TO_TWO_DAYS,SEVEN_TO_EIGHT_DAYS,SIXTY_TO_NINETY_DAYS,SIX_TO_SEVEN_DAYS,TEN_TO_ELEVEN_DAYS,THIRTEEN_TO_FOURTEEN_DAYS,THIRTY_TO_FORTY_FIVE_DAYS,THREE_TO_FOUR_DAYS,TWELVE_TO_THIRTEEN_DAYS,TWENTY_ONE_TO_THIRTY_DAYS,TWO_TO_THREE_DAYS,UNKNOWN,UNSPECIFIED",An enum value representing the number of days between the impression and the conversion.,segments.conversion_lag_bucket,google.ads.googleads.v15.enums.ConversionLagBucketEnum.ConversionLagBucket,"ad_group,ad_group_ad,asset,campaign,customer,keyword_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cross_device_conversions,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.new_customer_lifetime_value,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,segments.ad_destination_type,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.external_conversion_source,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.new_versus_returning_customers,segments.quarter,segments.slot,segments.week,segments.year,webpage_view"
True,False,True,True,SEGMENT,"ADJUSTMENT_EIGHT_TO_NINE_DAYS,ADJUSTMENT_ELEVEN_TO_TWELVE_DAYS,ADJUSTMENT_FIVE_TO_SIX_DAYS,ADJUSTMENT_FORTY_FIVE_TO_SIXTY_DAYS,ADJUSTMENT_FOURTEEN_TO_TWENTY_ONE_DAYS,ADJUSTMENT_FOUR_TO_FIVE_DAYS,ADJUSTMENT_LESS_THAN_ONE_DAY,ADJUSTMENT_NINETY_TO_ONE_HUNDRED_AND_FORTY_FIVE_DAYS,ADJUSTMENT_NINE_TO_TEN_DAYS,ADJUSTMENT_ONE_TO_TWO_DAYS,ADJUSTMENT_SEVEN_TO_EIGHT_DAYS,ADJUSTMENT_SIXTY_TO_NINETY_DAYS,ADJUSTMENT_SIX_TO_SEVEN_DAYS,ADJUSTMENT_TEN_TO_ELEVEN_DAYS,ADJUSTMENT_THIRTEEN_TO_FOURTEEN_DAYS,ADJUSTMENT_THIRTY_TO_FORTY_FIVE_DAYS,ADJUSTMENT_THREE_TO_FOUR_DAYS,ADJUSTMENT_TWELVE_TO_THIRTEEN_DAYS,ADJUSTMENT_TWENTY_ONE_TO_THIRTY_DAYS,ADJUSTMENT_TWO_TO_THREE_DAYS,ADJUSTMENT_UNKNOWN,CONVERSION_EIGHT_TO_NINE_DAYS,CONVERSION_ELEVEN_TO_TWELVE_DAYS,CONVERSION_FIVE_TO_SIX_DAYS,CONVERSION_FORTY_FIVE_TO_SIXTY_DAYS,CONVERSION_FOURTEEN_TO_TWENTY_ONE_DAYS,CONVERSION_FOUR_TO_FIVE_DAYS,CONVERSION_LESS_THAN_ONE_DAY,CONVERSION_NINE_TO_TEN_DAYS,CONVERSION_ONE_TO_TWO_DAYS,CONVERSION_SEVEN_TO_EIGHT_DAYS,CONVERSION_SIXTY_TO_NINETY_DAYS,CONVERSION_SIX_TO_SEVEN_DAYS,CONVERSION_TEN_TO_ELEVEN_DAYS,CONVERSION_THIRTEEN_TO_FOURTEEN_DAYS,CONVERSION_THIRTY_TO_FORTY_FIVE_DAYS,CONVERSION_THREE_TO_FOUR_DAYS,CONVERSION_TWELVE_TO_THIRTEEN_DAYS,CONVERSION_TWENTY_ONE_TO_THIRTY_DAYS,CONVERSION_TWO_TO_THREE_DAYS,CONVERSION_UNKNOWN,UNKNOWN,UNSPECIFIED",An enum value representing the number of days between the impression and the conversion or between the impression and adjustments to the conversion.,segments.conversion_or_adjustment_lag_bucket,google.ads.googleads.v15.enums.ConversionOrAdjustmentLagBucketEnum.ConversionOrAdjustmentLagBucket,"ad_group,ad_group_ad,asset,campaign,customer,keyword_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cross_device_conversions,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.new_customer_lifetime_value,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,segments.ad_destination_type,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.date,segments.day_of_week,segments.external_conversion_source,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.new_versus_returning_customers,segments.quarter,segments.slot,segments.week,segments.year,webpage_view"
